InvoiceNo,CustomerID,InvoiceDate,ProductID,ProductName,Category,UnitPrice,Quantity,Amount
INV201135,C1118,2024-02-09 16:30:31,P001,Bread,Bakery,3.13,1,3.13
INV201135,C1118,2024-02-09 16:30:31,P055,Chocolate Box,Seasonal,13.17,1,13.17
INV200545,C1187,2024-02-09 21:27:19,P002,Butter,Dairy,2.57,2,5.14
INV200096,C1174,2024-02-10 08:31:09,P053,Turkey (lb),Seasonal,2.6,3,7.8
INV200096,C1174,2024-02-10 08:31:09,P054,Cranberry Sauce,Seasonal,2.12,5,10.6
INV200096,C1174,2024-02-10 08:31:09,P011,Tomato Sauce,Pantry,3.67,4,14.68
INV201127,C1017,2024-02-10 11:38:34,P020,Chips,Snacks,1.92,1,1.92
INV201127,C1017,2024-02-10 11:38:34,P021,Soda,Beverages,2.31,1,2.31
INV200146,C1009,2024-02-10 15:44:24,P055,Chocolate Box,Seasonal,6.42,2,12.84
INV200146,C1009,2024-02-10 15:44:24,P004,Eggs (Dozen),Dairy,3.38,3,10.14
INV200146,C1009,2024-02-10 15:44:24,P002,Butter,Dairy,2.31,5,11.55
INV200803,C1011,2024-02-11 06:50:08,P030,Bananas (Bunch),Produce,1.03,1,1.03
INV200803,C1011,2024-02-11 06:50:08,P012,Parmesan,Dairy,3.41,1,3.41
INV200803,C1011,2024-02-11 06:50:08,P010,Pasta,Pantry,1.46,2,2.92
INV200638,C1120,2024-02-11 10:48:31,P033,Ground Beef (lb),Meat,6.68,3,20.04
INV200638,C1120,2024-02-11 10:48:31,P001,Bread,Bakery,3.44,5,17.2
INV200638,C1120,2024-02-11 10:48:31,P006,Sugar,Pantry,1.26,3,3.78
INV200987,C1093,2024-02-11 16:30:17,P030,Bananas (Bunch),Produce,1.36,1,1.36
INV200987,C1093,2024-02-11 16:30:17,P021,Soda,Beverages,2.08,1,2.08
INV200009,C1246,2024-02-11 19:30:10,P007,Creamer,Dairy,2.64,1,2.64
INV200172,C1173,2024-02-12 06:16:27,P054,Cranberry Sauce,Seasonal,1.53,1,1.53
INV200501,C1067,2024-02-12 09:01:46,P055,Chocolate Box,Seasonal,6.79,4,27.16
INV200501,C1067,2024-02-12 09:01:46,P053,Turkey (lb),Seasonal,1.65,5,8.25
INV200501,C1067,2024-02-12 09:01:46,P041,Toilet Paper,Household,5.11,2,10.22
INV200912,C1195,2024-02-13 03:31:44,P021,Soda,Beverages,1.78,1,1.78
INV200912,C1195,2024-02-13 03:31:44,P010,Pasta,Pantry,1.2,1,1.2
INV200409,C1111,2024-02-13 06:44:29,P007,Creamer,Dairy,2.98,1,2.98
INV201134,C1084,2024-02-13 08:34:10,P055,Chocolate Box,Seasonal,13.31,1,13.31
INV200955,C1161,2024-02-13 09:18:08,P041,Toilet Paper,Household,4.99,2,9.98
INV200955,C1161,2024-02-13 09:18:08,P054,Cranberry Sauce,Seasonal,2.44,3,7.32
INV200955,C1161,2024-02-13 09:18:08,P013,Garlic Bread,Bakery,2.47,4,9.88
INV200955,C1161,2024-02-13 09:18:08,P055,Chocolate Box,Seasonal,14.13,5,70.65
INV200446,C1169,2024-02-13 23:46:00,P030,Bananas (Bunch),Produce,1.38,1,1.38
INV200446,C1169,2024-02-13 23:46:00,P042,Laundry Detergent,Household,8.09,3,24.27
INV200075,C1144,2024-02-14 03:14:30,P031,Apples (Bag),Produce,3.28,1,3.28
INV200075,C1144,2024-02-14 03:14:30,P004,Eggs (Dozen),Dairy,2.23,2,4.46
INV200166,C1153,2024-02-14 18:34:12,P013,Garlic Bread,Bakery,3.75,1,3.75
INV200306,C1143,2024-02-14 21:06:30,P050,BBQ Sauce,Seasonal,4.27,2,8.54
INV200516,C1223,2024-02-15 01:26:33,P004,Eggs (Dozen),Dairy,2.89,3,8.67
INV200516,C1223,2024-02-15 01:26:33,P011,Tomato Sauce,Pantry,2.17,2,4.34
INV200091,C1191,2024-02-15 21:02:15,P051,Hot Dogs,Seasonal,2.85,1,2.85
INV200091,C1191,2024-02-15 21:02:15,P001,Bread,Bakery,3.34,1,3.34
INV200933,C1229,2024-02-16 00:03:23,P005,Coffee,Beverages,8.27,4,33.08
INV200933,C1229,2024-02-16 00:03:23,P006,Sugar,Pantry,1.6,2,3.2
INV200934,C1015,2024-02-16 02:05:17,P054,Cranberry Sauce,Seasonal,2.67,1,2.67
INV200934,C1015,2024-02-16 02:05:17,P020,Chips,Snacks,3.61,3,10.83
INV200934,C1015,2024-02-16 02:05:17,P022,Salsa,Snacks,4.07,1,4.07
INV200281,C1175,2024-02-16 07:56:21,P003,Jam,Pantry,3.15,1,3.15
INV200281,C1175,2024-02-16 07:56:21,P042,Laundry Detergent,Household,8.33,2,16.66
INV200333,C1246,2024-02-17 02:58:15,P013,Garlic Bread,Bakery,3.88,2,7.76
INV200333,C1246,2024-02-17 02:58:15,P053,Turkey (lb),Seasonal,2.59,1,2.59
INV200811,C1198,2024-02-17 03:14:36,P032,Chicken Breast (lb),Meat,5.23,1,5.23
INV200811,C1198,2024-02-17 03:14:36,P030,Bananas (Bunch),Produce,1.08,1,1.08
INV200811,C1198,2024-02-17 03:14:36,P001,Bread,Bakery,3.48,1,3.48
INV200704,C1025,2024-02-17 06:16:12,P007,Creamer,Dairy,1.84,4,7.36
INV200704,C1025,2024-02-17 06:16:12,P054,Cranberry Sauce,Seasonal,2.5,3,7.5
INV200704,C1025,2024-02-17 06:16:12,P033,Ground Beef (lb),Meat,5.27,3,15.81
INV200295,C1200,2024-02-17 13:32:25,P033,Ground Beef (lb),Meat,3.7,2,7.4
INV200295,C1200,2024-02-17 13:32:25,P013,Garlic Bread,Bakery,2.44,2,4.88
INV200295,C1200,2024-02-17 13:32:25,P055,Chocolate Box,Seasonal,9.29,4,37.16
INV200295,C1200,2024-02-17 13:32:25,P031,Apples (Bag),Produce,3.75,4,15.0
INV200678,C1213,2024-02-17 18:30:36,P040,Paper Towels,Household,5.83,1,5.83
INV200678,C1213,2024-02-17 18:30:36,P042,Laundry Detergent,Household,8.06,1,8.06
INV200024,C1219,2024-02-18 05:21:40,P011,Tomato Sauce,Pantry,3.78,4,15.12
INV200024,C1219,2024-02-18 05:21:40,P051,Hot Dogs,Seasonal,4.8,5,24.0
INV200024,C1219,2024-02-18 05:21:40,P052,Pumpkin Spice Mix,Seasonal,3.08,2,6.16
INV200323,C1016,2024-02-18 23:03:27,P053,Turkey (lb),Seasonal,2.33,1,2.33
INV200323,C1016,2024-02-18 23:03:27,P050,BBQ Sauce,Seasonal,2.5,1,2.5
INV200728,C1243,2024-02-19 01:46:52,P021,Soda,Beverages,2.48,1,2.48
INV200066,C1119,2024-02-19 07:52:26,P020,Chips,Snacks,2.17,1,2.17
INV200066,C1119,2024-02-19 07:52:26,P031,Apples (Bag),Produce,2.85,2,5.7
INV200381,C1080,2024-02-19 09:16:28,P052,Pumpkin Spice Mix,Seasonal,3.38,1,3.38
INV200381,C1080,2024-02-19 09:16:28,P051,Hot Dogs,Seasonal,3.5,2,7.0
INV200218,C1027,2024-02-19 11:24:52,P007,Creamer,Dairy,2.8,4,11.2
INV200218,C1027,2024-02-19 11:24:52,P004,Eggs (Dozen),Dairy,3.59,2,7.18
INV200218,C1027,2024-02-19 11:24:52,P005,Coffee,Beverages,11.14,1,11.14
INV200218,C1027,2024-02-19 11:24:52,P055,Chocolate Box,Seasonal,9.63,1,9.63
INV200566,C1198,2024-02-19 15:33:59,P021,Soda,Beverages,1.25,2,2.5
INV200566,C1198,2024-02-19 15:33:59,P020,Chips,Snacks,2.79,3,8.37
INV201110,C1200,2024-02-19 20:30:27,P040,Paper Towels,Household,6.34,3,19.02
INV201110,C1200,2024-02-19 20:30:27,P010,Pasta,Pantry,1.41,4,5.64
INV201110,C1200,2024-02-19 20:30:27,P033,Ground Beef (lb),Meat,4.43,2,8.86
INV200000,C1190,2024-02-20 04:24:28,P011,Tomato Sauce,Pantry,2.89,1,2.89
INV200000,C1190,2024-02-20 04:24:28,P055,Chocolate Box,Seasonal,5.97,2,11.94
INV200271,C1088,2024-02-20 20:44:03,P040,Paper Towels,Household,7.08,2,14.16
INV201194,C1205,2024-02-21 13:01:33,P055,Chocolate Box,Seasonal,7.78,2,15.56
INV200958,C1038,2024-02-22 05:32:41,P020,Chips,Snacks,1.8,4,7.2
INV200958,C1038,2024-02-22 05:32:41,P021,Soda,Beverages,1.62,2,3.24
INV200958,C1038,2024-02-22 05:32:41,P032,Chicken Breast (lb),Meat,4.55,3,13.65
INV200240,C1174,2024-02-22 11:04:48,P004,Eggs (Dozen),Dairy,3.54,2,7.08
INV200240,C1174,2024-02-22 11:04:48,P051,Hot Dogs,Seasonal,2.8,2,5.6
INV200240,C1174,2024-02-22 11:04:48,P001,Bread,Bakery,3.27,2,6.54
INV200836,C1201,2024-02-22 13:51:49,P001,Bread,Bakery,3.42,1,3.42
INV200836,C1201,2024-02-22 13:51:49,P002,Butter,Dairy,2.19,1,2.19
INV200546,C1079,2024-02-23 02:49:29,P020,Chips,Snacks,3.33,1,3.33
INV200478,C1081,2024-02-23 02:56:04,P012,Parmesan,Dairy,3.75,3,11.25
INV200478,C1081,2024-02-23 02:56:04,P020,Chips,Snacks,1.84,2,3.68
INV200316,C1049,2024-02-23 06:15:31,P055,Chocolate Box,Seasonal,14.49,1,14.49
INV200605,C1146,2024-02-23 07:50:55,P042,Laundry Detergent,Household,11.12,3,33.36
INV200605,C1146,2024-02-23 07:50:55,P053,Turkey (lb),Seasonal,1.71,4,6.84
INV200966,C1235,2024-02-23 10:41:03,P033,Ground Beef (lb),Meat,4.59,3,13.77
INV200966,C1235,2024-02-23 10:41:03,P034,Salmon (lb),Seafood,7.16,2,14.32
INV200966,C1235,2024-02-23 10:41:03,P052,Pumpkin Spice Mix,Seasonal,5.06,3,15.18
INV200966,C1235,2024-02-23 10:41:03,P050,BBQ Sauce,Seasonal,4.8,3,14.4
INV200603,C1167,2024-02-23 10:50:19,P034,Salmon (lb),Seafood,11.64,1,11.64
INV200603,C1167,2024-02-23 10:50:19,P002,Butter,Dairy,2.59,1,2.59
INV200831,C1222,2024-02-23 12:08:07,P010,Pasta,Pantry,1.87,3,5.61
INV200502,C1212,2024-02-24 02:13:04,P033,Ground Beef (lb),Meat,6.24,3,18.72
INV200502,C1212,2024-02-24 02:13:04,P001,Bread,Bakery,3.04,4,12.16
INV200502,C1212,2024-02-24 02:13:04,P022,Salsa,Snacks,3.54,5,17.7
INV200015,C1248,2024-02-24 12:37:55,P005,Coffee,Beverages,11.93,2,23.86
INV200015,C1248,2024-02-24 12:37:55,P006,Sugar,Pantry,1.37,1,1.37
INV200894,C1142,2024-02-24 20:42:28,P042,Laundry Detergent,Household,13.42,1,13.42
INV200894,C1142,2024-02-24 20:42:28,P010,Pasta,Pantry,2.72,2,5.44
INV200144,C1077,2024-02-24 22:32:51,P034,Salmon (lb),Seafood,10.1,1,10.1
INV200380,C1150,2024-02-25 06:46:55,P054,Cranberry Sauce,Seasonal,1.76,1,1.76
INV200380,C1150,2024-02-25 06:46:55,P021,Soda,Beverages,2.03,1,2.03
INV200165,C1100,2024-02-25 18:37:55,P013,Garlic Bread,Bakery,2.43,2,4.86
INV200494,C1170,2024-02-25 19:50:16,P020,Chips,Snacks,2.01,2,4.02
INV200494,C1170,2024-02-25 19:50:16,P022,Salsa,Snacks,2.85,4,11.4
INV201163,C1111,2024-02-26 00:14:02,P006,Sugar,Pantry,1.08,1,1.08
INV201163,C1111,2024-02-26 00:14:02,P040,Paper Towels,Household,4.56,1,4.56
INV201123,C1088,2024-02-26 08:14:33,P055,Chocolate Box,Seasonal,13.02,2,26.04
INV201123,C1088,2024-02-26 08:14:33,P042,Laundry Detergent,Household,6.53,1,6.53
INV200217,C1178,2024-02-26 14:04:44,P055,Chocolate Box,Seasonal,10.69,2,21.38
INV200217,C1178,2024-02-26 14:04:44,P033,Ground Beef (lb),Meat,4.88,1,4.88
INV200512,C1234,2024-02-27 02:39:09,P042,Laundry Detergent,Household,6.44,1,6.44
INV200120,C1168,2024-02-27 03:19:52,P031,Apples (Bag),Produce,3.32,3,9.96
INV200120,C1168,2024-02-27 03:19:52,P034,Salmon (lb),Seafood,9.18,3,27.54
INV200885,C1108,2024-02-27 04:22:40,P013,Garlic Bread,Bakery,2.09,1,2.09
INV200885,C1108,2024-02-27 04:22:40,P010,Pasta,Pantry,1.5,1,1.5
INV200885,C1108,2024-02-27 04:22:40,P012,Parmesan,Dairy,4.68,2,9.36
INV200408,C1109,2024-02-27 08:03:19,P005,Coffee,Beverages,5.86,1,5.86
INV200961,C1034,2024-02-27 10:25:17,P034,Salmon (lb),Seafood,10.84,1,10.84
INV200400,C1217,2024-02-27 22:20:31,P003,Jam,Pantry,3.74,3,11.22
INV200400,C1217,2024-02-27 22:20:31,P001,Bread,Bakery,3.44,3,10.32
INV200400,C1217,2024-02-27 22:20:31,P004,Eggs (Dozen),Dairy,3.44,4,13.76
INV200400,C1217,2024-02-27 22:20:31,P002,Butter,Dairy,2.41,2,4.82
INV200642,C1011,2024-02-28 19:44:41,P051,Hot Dogs,Seasonal,4.79,1,4.79
INV201098,C1104,2024-02-29 00:09:05,P022,Salsa,Snacks,3.92,2,7.84
INV200823,C1044,2024-02-29 10:03:03,P034,Salmon (lb),Seafood,9.46,2,18.92
INV200823,C1044,2024-02-29 10:03:03,P055,Chocolate Box,Seasonal,10.95,1,10.95
INV200823,C1044,2024-02-29 10:03:03,P003,Jam,Pantry,2.63,1,2.63
INV200999,C1088,2024-02-29 17:29:53,P002,Butter,Dairy,2.23,1,2.23
INV200980,C1185,2024-03-01 05:41:37,P005,Coffee,Beverages,8.47,2,16.94
INV200980,C1185,2024-03-01 05:41:37,P007,Creamer,Dairy,2.36,4,9.44
INV200980,C1185,2024-03-01 05:41:37,P050,BBQ Sauce,Seasonal,4.14,4,16.56
INV200980,C1185,2024-03-01 05:41:37,P012,Parmesan,Dairy,3.54,2,7.08
INV200544,C1038,2024-03-02 00:23:30,P006,Sugar,Pantry,1.61,3,4.83
INV200544,C1038,2024-03-02 00:23:30,P005,Coffee,Beverages,8.82,2,17.64
INV200544,C1038,2024-03-02 00:23:30,P034,Salmon (lb),Seafood,9.6,2,19.2
INV200142,C1053,2024-03-02 00:41:04,P032,Chicken Breast (lb),Meat,4.51,2,9.02
INV200142,C1053,2024-03-02 00:41:04,P013,Garlic Bread,Bakery,2.74,1,2.74
INV201114,C1005,2024-03-02 08:53:47,P040,Paper Towels,Household,5.2,2,10.4
INV200123,C1116,2024-03-03 22:44:44,P012,Parmesan,Dairy,4.74,3,14.22
INV200123,C1116,2024-03-03 22:44:44,P030,Bananas (Bunch),Produce,1.47,5,7.35
INV200773,C1145,2024-03-04 08:10:46,P053,Turkey (lb),Seasonal,2.47,1,2.47
INV200773,C1145,2024-03-04 08:10:46,P007,Creamer,Dairy,1.7,2,3.4
INV200099,C1171,2024-03-04 10:32:20,P053,Turkey (lb),Seasonal,2.19,2,4.38
INV201170,C1019,2024-03-04 15:45:03,P052,Pumpkin Spice Mix,Seasonal,4.29,2,8.58
INV201170,C1019,2024-03-04 15:45:03,P033,Ground Beef (lb),Meat,6.97,2,13.94
INV200856,C1100,2024-03-04 18:13:53,P051,Hot Dogs,Seasonal,2.09,3,6.27
INV200856,C1100,2024-03-04 18:13:53,P007,Creamer,Dairy,2.55,3,7.65
INV200856,C1100,2024-03-04 18:13:53,P041,Toilet Paper,Household,7.99,3,23.97
INV200911,C1202,2024-03-05 05:00:31,P011,Tomato Sauce,Pantry,2.12,1,2.12
INV200911,C1202,2024-03-05 05:00:31,P010,Pasta,Pantry,2.07,2,4.14
INV200359,C1224,2024-03-05 10:40:17,P004,Eggs (Dozen),Dairy,3.25,2,6.5
INV201128,C1211,2024-03-05 16:24:18,P051,Hot Dogs,Seasonal,2.82,3,8.46
INV201128,C1211,2024-03-05 16:24:18,P032,Chicken Breast (lb),Meat,3.33,3,9.99
INV201128,C1211,2024-03-05 16:24:18,P053,Turkey (lb),Seasonal,2.64,5,13.2
INV200046,C1004,2024-03-06 10:56:18,P012,Parmesan,Dairy,5.45,2,10.9
INV200046,C1004,2024-03-06 10:56:18,P010,Pasta,Pantry,1.75,1,1.75
INV201108,C1112,2024-03-07 03:12:29,P012,Parmesan,Dairy,4.83,3,14.49
INV201108,C1112,2024-03-07 03:12:29,P020,Chips,Snacks,3.86,2,7.72
INV200097,C1023,2024-03-07 13:18:03,P031,Apples (Bag),Produce,3.86,1,3.86
INV200619,C1181,2024-03-07 17:46:32,P005,Coffee,Beverages,9.14,3,27.42
INV200890,C1149,2024-03-07 18:14:36,P020,Chips,Snacks,3.16,1,3.16
INV200738,C1130,2024-03-07 19:02:18,P020,Chips,Snacks,2.51,1,2.51
INV200021,C1000,2024-03-08 04:54:26,P031,Apples (Bag),Produce,3.21,2,6.42
INV200588,C1025,2024-03-08 09:57:28,P002,Butter,Dairy,2.0,2,4.0
INV200588,C1025,2024-03-08 09:57:28,P055,Chocolate Box,Seasonal,6.51,5,32.55
INV200588,C1025,2024-03-08 09:57:28,P010,Pasta,Pantry,2.08,3,6.24
INV200588,C1025,2024-03-08 09:57:28,P013,Garlic Bread,Bakery,2.04,2,4.08
INV200391,C1109,2024-03-08 20:54:35,P012,Parmesan,Dairy,3.95,2,7.9
INV200391,C1109,2024-03-08 20:54:35,P002,Butter,Dairy,2.33,2,4.66
INV200391,C1109,2024-03-08 20:54:35,P001,Bread,Bakery,3.26,2,6.52
INV200594,C1099,2024-03-08 22:09:15,P032,Chicken Breast (lb),Meat,3.35,1,3.35
INV200896,C1096,2024-03-09 13:36:56,P050,BBQ Sauce,Seasonal,4.2,2,8.4
INV200896,C1096,2024-03-09 13:36:56,P033,Ground Beef (lb),Meat,4.83,3,14.49
INV200896,C1096,2024-03-09 13:36:56,P001,Bread,Bakery,3.1,1,3.1
INV200984,C1248,2024-03-10 15:01:13,P052,Pumpkin Spice Mix,Seasonal,4.84,1,4.84
INV200201,C1141,2024-03-10 20:18:42,P021,Soda,Beverages,1.89,1,1.89
INV200201,C1141,2024-03-10 20:18:42,P020,Chips,Snacks,3.64,1,3.64
INV200199,C1090,2024-03-10 21:55:02,P055,Chocolate Box,Seasonal,9.07,1,9.07
INV200426,C1108,2024-03-10 23:10:01,P033,Ground Beef (lb),Meat,3.7,1,3.7
INV200492,C1225,2024-03-11 18:05:00,P050,BBQ Sauce,Seasonal,3.29,1,3.29
INV200319,C1208,2024-03-12 01:33:16,P054,Cranberry Sauce,Seasonal,2.87,1,2.87
INV200319,C1208,2024-03-12 01:33:16,P001,Bread,Bakery,2.95,1,2.95
INV200319,C1208,2024-03-12 01:33:16,P021,Soda,Beverages,2.43,3,7.29
INV201171,C1070,2024-03-12 10:17:30,P021,Soda,Beverages,1.72,3,5.16
INV201171,C1070,2024-03-12 10:17:30,P020,Chips,Snacks,2.49,2,4.98
INV201171,C1070,2024-03-12 10:17:30,P005,Coffee,Beverages,11.95,3,35.85
INV201171,C1070,2024-03-12 10:17:30,P055,Chocolate Box,Seasonal,12.26,2,24.52
INV200475,C1130,2024-03-12 10:44:09,P041,Toilet Paper,Household,4.84,2,9.68
INV200475,C1130,2024-03-12 10:44:09,P010,Pasta,Pantry,2.5,1,2.5
INV200475,C1130,2024-03-12 10:44:09,P051,Hot Dogs,Seasonal,2.92,3,8.76
INV200439,C1047,2024-03-12 11:15:43,P054,Cranberry Sauce,Seasonal,2.44,2,4.88
INV200439,C1047,2024-03-12 11:15:43,P040,Paper Towels,Household,4.52,2,9.04
INV201118,C1157,2024-03-12 12:03:12,P013,Garlic Bread,Bakery,3.64,2,7.28
INV201118,C1157,2024-03-12 12:03:12,P010,Pasta,Pantry,1.5,3,4.5
INV201118,C1157,2024-03-12 12:03:12,P032,Chicken Breast (lb),Meat,3.97,2,7.94
INV201118,C1157,2024-03-12 12:03:12,P033,Ground Beef (lb),Meat,5.83,5,29.15
INV200064,C1124,2024-03-12 18:50:58,P052,Pumpkin Spice Mix,Seasonal,3.78,2,7.56
INV200652,C1125,2024-03-13 03:11:42,P042,Laundry Detergent,Household,13.45,1,13.45
INV200950,C1145,2024-03-13 06:14:06,P030,Bananas (Bunch),Produce,0.89,1,0.89
INV200350,C1059,2024-03-13 09:23:17,P020,Chips,Snacks,3.84,1,3.84
INV200055,C1148,2024-03-13 11:28:25,P051,Hot Dogs,Seasonal,4.76,1,4.76
INV200055,C1148,2024-03-13 11:28:25,P052,Pumpkin Spice Mix,Seasonal,4.77,1,4.77
INV200727,C1169,2024-03-13 17:07:24,P004,Eggs (Dozen),Dairy,3.05,1,3.05
INV200586,C1215,2024-03-14 20:27:38,P003,Jam,Pantry,3.92,1,3.92
INV200136,C1120,2024-03-15 06:20:38,P034,Salmon (lb),Seafood,9.0,4,36.0
INV200136,C1120,2024-03-15 06:20:38,P005,Coffee,Beverages,9.37,6,56.22
INV200351,C1217,2024-03-15 11:18:43,P007,Creamer,Dairy,2.89,4,11.56
INV200351,C1217,2024-03-15 11:18:43,P051,Hot Dogs,Seasonal,2.72,2,5.44
INV200351,C1217,2024-03-15 11:18:43,P022,Salsa,Snacks,3.73,3,11.19
INV200829,C1211,2024-03-15 16:03:26,P010,Pasta,Pantry,2.31,2,4.62
INV200829,C1211,2024-03-15 16:03:26,P013,Garlic Bread,Bakery,3.38,3,10.14
INV200829,C1211,2024-03-15 16:03:26,P031,Apples (Bag),Produce,4.46,3,13.38
INV201115,C1009,2024-03-15 20:08:58,P032,Chicken Breast (lb),Meat,4.88,2,9.76
INV201115,C1009,2024-03-15 20:08:58,P006,Sugar,Pantry,1.88,3,5.64
INV200625,C1227,2024-03-15 21:47:16,P032,Chicken Breast (lb),Meat,5.25,1,5.25
INV200189,C1068,2024-03-15 23:34:03,P021,Soda,Beverages,2.01,3,6.03
INV200346,C1036,2024-03-16 15:20:23,P007,Creamer,Dairy,2.43,3,7.29
INV200346,C1036,2024-03-16 15:20:23,P052,Pumpkin Spice Mix,Seasonal,5.62,1,5.62
INV200540,C1001,2024-03-16 21:04:11,P054,Cranberry Sauce,Seasonal,1.54,1,1.54
INV200540,C1001,2024-03-16 21:04:11,P020,Chips,Snacks,3.88,1,3.88
INV200572,C1145,2024-03-17 10:29:28,P004,Eggs (Dozen),Dairy,3.04,2,6.08
INV200952,C1021,2024-03-17 17:02:15,P004,Eggs (Dozen),Dairy,2.53,2,5.06
INV200952,C1021,2024-03-17 17:02:15,P013,Garlic Bread,Bakery,2.69,1,2.69
INV200267,C1220,2024-03-17 19:47:20,P012,Parmesan,Dairy,5.1,4,20.4
INV200267,C1220,2024-03-17 19:47:20,P041,Toilet Paper,Household,6.28,4,25.12
INV201106,C1196,2024-03-18 01:29:47,P053,Turkey (lb),Seasonal,2.62,4,10.48
INV201106,C1196,2024-03-18 01:29:47,P006,Sugar,Pantry,1.02,3,3.06
INV201106,C1196,2024-03-18 01:29:47,P040,Paper Towels,Household,7.26,4,29.04
INV201106,C1196,2024-03-18 01:29:47,P042,Laundry Detergent,Household,8.92,2,17.84
INV200309,C1154,2024-03-18 05:06:43,P050,BBQ Sauce,Seasonal,4.33,1,4.33
INV200309,C1154,2024-03-18 05:06:43,P021,Soda,Beverages,2.12,3,6.36
INV200564,C1071,2024-03-18 12:32:27,P007,Creamer,Dairy,2.93,2,5.86
INV200308,C1194,2024-03-18 23:15:49,P030,Bananas (Bunch),Produce,0.99,2,1.98
INV200866,C1000,2024-03-19 13:52:57,P007,Creamer,Dairy,2.99,1,2.99
INV200866,C1000,2024-03-19 13:52:57,P005,Coffee,Beverages,7.9,2,15.8
INV200866,C1000,2024-03-19 13:52:57,P042,Laundry Detergent,Household,7.11,1,7.11
INV200698,C1155,2024-03-19 17:02:21,P034,Salmon (lb),Seafood,10.94,1,10.94
INV200550,C1211,2024-03-19 21:41:21,P053,Turkey (lb),Seasonal,2.15,3,6.45
INV200550,C1211,2024-03-19 21:41:21,P020,Chips,Snacks,3.84,3,11.52
INV200550,C1211,2024-03-19 21:41:21,P054,Cranberry Sauce,Seasonal,3.25,2,6.5
INV200660,C1060,2024-03-20 03:29:23,P030,Bananas (Bunch),Produce,1.08,2,2.16
INV200660,C1060,2024-03-20 03:29:23,P011,Tomato Sauce,Pantry,2.21,1,2.21
INV201146,C1161,2024-03-20 18:15:13,P003,Jam,Pantry,3.85,6,23.1
INV201146,C1161,2024-03-20 18:15:13,P001,Bread,Bakery,2.89,2,5.78
INV201146,C1161,2024-03-20 18:15:13,P051,Hot Dogs,Seasonal,4.12,4,16.48
INV201146,C1161,2024-03-20 18:15:13,P004,Eggs (Dozen),Dairy,2.85,4,11.4
INV200233,C1145,2024-03-21 02:46:23,P012,Parmesan,Dairy,3.16,1,3.16
INV200023,C1116,2024-03-21 03:51:17,P031,Apples (Bag),Produce,3.2,3,9.6
INV200023,C1116,2024-03-21 03:51:17,P054,Cranberry Sauce,Seasonal,2.05,4,8.2
INV200023,C1116,2024-03-21 03:51:17,P006,Sugar,Pantry,1.58,3,4.74
INV200444,C1088,2024-03-21 08:24:23,P013,Garlic Bread,Bakery,2.27,4,9.08
INV200827,C1095,2024-03-21 15:56:09,P001,Bread,Bakery,2.81,1,2.81
INV200827,C1095,2024-03-21 15:56:09,P004,Eggs (Dozen),Dairy,2.26,2,4.52
INV200729,C1086,2024-03-22 14:19:45,P034,Salmon (lb),Seafood,11.88,3,35.64
INV200729,C1086,2024-03-22 14:19:45,P010,Pasta,Pantry,1.05,3,3.15
INV200729,C1086,2024-03-22 14:19:45,P050,BBQ Sauce,Seasonal,2.18,3,6.54
INV201012,C1074,2024-03-22 16:59:19,P013,Garlic Bread,Bakery,3.78,3,11.34
INV201012,C1074,2024-03-22 16:59:19,P011,Tomato Sauce,Pantry,1.74,2,3.48
INV200604,C1182,2024-03-22 17:43:35,P051,Hot Dogs,Seasonal,4.48,1,4.48
INV200040,C1039,2024-03-22 23:16:52,P052,Pumpkin Spice Mix,Seasonal,3.51,2,7.02
INV200040,C1039,2024-03-22 23:16:52,P034,Salmon (lb),Seafood,9.86,2,19.72
INV200736,C1238,2024-03-23 12:13:42,P007,Creamer,Dairy,2.22,2,4.44
INV200736,C1238,2024-03-23 12:13:42,P012,Parmesan,Dairy,4.15,4,16.6
INV200078,C1003,2024-03-23 13:15:08,P030,Bananas (Bunch),Produce,1.41,1,1.41
INV200078,C1003,2024-03-23 13:15:08,P020,Chips,Snacks,3.98,1,3.98
INV200078,C1003,2024-03-23 13:15:08,P001,Bread,Bakery,2.88,1,2.88
INV200530,C1063,2024-03-23 14:06:20,P020,Chips,Snacks,3.47,1,3.47
INV200530,C1063,2024-03-23 14:06:20,P032,Chicken Breast (lb),Meat,3.67,3,11.01
INV200143,C1135,2024-03-24 02:12:36,P001,Bread,Bakery,3.46,1,3.46
INV200143,C1135,2024-03-24 02:12:36,P030,Bananas (Bunch),Produce,1.02,2,2.04
INV200895,C1208,2024-03-24 12:02:34,P030,Bananas (Bunch),Produce,1.26,1,1.26
INV200895,C1208,2024-03-24 12:02:34,P051,Hot Dogs,Seasonal,2.14,2,4.28
INV200710,C1138,2024-03-25 06:13:15,P055,Chocolate Box,Seasonal,14.47,2,28.94
INV200710,C1138,2024-03-25 06:13:15,P020,Chips,Snacks,2.61,1,2.61
INV200458,C1228,2024-03-25 07:43:07,P033,Ground Beef (lb),Meat,5.41,1,5.41
INV200458,C1228,2024-03-25 07:43:07,P003,Jam,Pantry,3.12,1,3.12
INV200556,C1040,2024-03-25 11:34:03,P053,Turkey (lb),Seasonal,2.76,1,2.76
INV200556,C1040,2024-03-25 11:34:03,P021,Soda,Beverages,1.26,2,2.52
INV200624,C1227,2024-03-25 12:04:38,P050,BBQ Sauce,Seasonal,3.95,1,3.95
